Site,Treatment,Date,Time_point,Species,Individual_nos,Trait_name,Trait_value,is_outlier
Wytham,DIST,29/05/2025,T3,PV,12,LWC,0.6771428571428573,FALSE
Wytham,DIST,29/05/2025,T3,PV,12,EWT,0.014149253731343289,FALSE
Wytham,DIST,29/05/2025,T3,PV,12,LMA,6.912442396313364,FALSE
Wytham,DIST,29/05/2025,T3,PV,12,LDMC,0.32608695652173914,FALSE
Wytham,DIST,29/05/2025,T3,PV,12,LWC,0.6739130434782609,FALSE
Wytham,DIST,29/05/2025,T3,PV,12,EWT,0.014285714285714287,FALSE
Wytham,DIST,29/05/2025,T3,PV,12,LMA,4.2685638061360605,FALSE
Wytham,DIST,29/05/2025,T3,PV,12,LDMC,0.27428571428571435,FALSE
Wytham,DIST,29/05/2025,T3,PV,12,LWC,0.7257142857142856,FALSE
Wytham,DIST,29/05/2025,T3,PV,12,EWT,0.011293908403734992,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,1,LMA,9.207772795216743,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,1,LDMC,0.3923566878980891,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,1,LWC,0.6076433121019109,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,1,EWT,0.014260089686098659,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,1,LMA,5.903225806451614,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,1,LDMC,0.39782608695652183,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,1,LWC,0.6021739130434781,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,1,EWT,0.008935483870967742,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,1,LMA,8.274853801169591,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,1,LDMC,0.3675324675324675,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,1,LWC,0.6324675324675326,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,1,EWT,0.014239766081871347,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,2,LMA,10.027548209366389,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,2,EWT,0.008980716253443525,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,2,LMA,12.880258899676377,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,2,EWT,0.012686084142394824,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,2,LMA,11.38728323699422,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,2,EWT,0.009710982658959541,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,3,LMA,11.789473684210527,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,3,EWT,4.912280701754357e-4,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,3,LMA,12.454780361757107,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,3,EWT,0.011834625322997417,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,3,LMA,11.162790697674419,FALSE
Wytham,NPK_DIST,25/06/2025,T4,PV,3,EWT,0.011317829457364342,FALSE
Wytham,CONT,25/06/2025,T4,PV,4,LDMC,0.451063829787234,FALSE
Wytham,CONT,25/06/2025,T4,PV,4,LWC,0.548936170212766,FALSE
Wytham,CONT,25/06/2025,T4,PV,4,EWT,0.016862745098039218,FALSE
Wytham,CONT,25/06/2025,T4,PV,4,LMA,10.691244239631336,FALSE
Wytham,CONT,25/06/2025,T4,PV,4,LDMC,0.4296296296296296,FALSE
Wytham,CONT,25/06/2025,T4,PV,4,LWC,0.5703703703703704,FALSE
Wytham,CONT,25/06/2025,T4,PV,4,EWT,0.014193548387096779,FALSE
Wytham,CONT,25/06/2025,T4,PV,5,LMA,9.906687402799378,FALSE
Wytham,CONT,25/06/2025,T4,PV,5,LDMC,0.4163398692810457,FALSE
Wytham,CONT,25/06/2025,T4,PV,5,LWC,0.5836601307189542,FALSE
Wytham,CONT,25/06/2025,T4,PV,5,EWT,0.013888024883359256,FALSE
Wytham,CONT,25/06/2025,T4,PV,5,LMA,8.474576271186441,FALSE
Wytham,CONT,25/06/2025,T4,PV,5,LDMC,0.4444444444444444,FALSE
Wytham,CONT,25/06/2025,T4,PV,5,LWC,0.5555555555555556,FALSE
Wytham,CONT,25/06/2025,T4,PV,5,EWT,0.01059322033898305,FALSE
Wytham,CONT,25/06/2025,T4,PV,5,LMA,9.626168224299066,FALSE
Wytham,CONT,25/06/2025,T4,PV,5,EWT,0.0068847352024922134,FALSE
Wytham,CONT,25/06/2025,T4,PV,6,LMA,9.983122362869196,FALSE
Wytham,CONT,25/06/2025,T4,PV,6,LDMC,0.373186119873817,FALSE
Wytham,CONT,25/06/2025,T4,PV,6,LWC,0.626813880126183,FALSE
Wytham,CONT,25/06/2025,T4,PV,6,EWT,0.01676793248945148,FALSE
Wytham,CONT,25/06/2025,T4,PV,6,LMA,8.500000000000002,FALSE
Wytham,CONT,25/06/2025,T4,PV,6,LDMC,0.4047619047619048,FALSE
Wytham,CONT,25/06/2025,T4,PV,6,LWC,0.5952380952380952,FALSE
Wytham,CONT,25/06/2025,T4,PV,6,EWT,0.0125,FALSE
Wytham,CONT,25/06/2025,T4,PV,6,LMA,10.56179775280899,FALSE
Wytham,CONT,25/06/2025,T4,PV,6,LDMC,0.4308333333333333,FALSE
Wytham,CONT,25/06/2025,T4,PV,6,LWC,0.5691666666666667,FALSE
Wytham,CONT,25/06/2025,T4,PV,6,EWT,0.013953013278855977,FALSE
Wytham,NPK,25/06/2025,T4,PV,7,LMA,11.077981651376149,FALSE
Wytham,NPK,25/06/2025,T4,PV,7,EWT,0.012545871559633031,FALSE
Wytham,NPK,25/06/2025,T4,PV,7,LMA,9.214285714285715,FALSE
Wytham,NPK,25/06/2025,T4,PV,7,EWT,0.008642857142857145,FALSE
Wytham,NPK,25/06/2025,T4,PV,7,LMA,7.729468599033817,FALSE
Wytham,NPK,25/06/2025,T4,PV,7,LDMC,0.43243243243243246,FALSE
Wytham,NPK,25/06/2025,T4,PV,7,LWC,0.5675675675675675,FALSE
Wytham,NPK,25/06/2025,T4,PV,7,EWT,0.010144927536231883,FALSE
Wytham,NPK,25/06/2025,T4,PV,8,LMA,11.208053691275168,FALSE
Wytham,NPK,25/06/2025,T4,PV,8,EWT,0.00993288590604027,FALSE
Wytham,NPK,25/06/2025,T4,PV,8,LMA,10.842105263157897,FALSE
Wytham,NPK,25/06/2025,T4,PV,8,EWT,0.010210526315789474,FALSE
Wytham,NPK,25/06/2025,T4,PV,8,LMA,11.1875,FALSE
Wytham,NPK,25/06/2025,T4,PV,8,EWT,0.011937499999999997,FALSE
Wytham,NPK,25/06/2025,T4,PV,9,LMA,10.863636363636363,FALSE
Wytham,NPK,25/06/2025,T4,PV,9,EWT,0.010727272727272728,FALSE
Wytham,NPK,25/06/2025,T4,PV,9,LMA,11.163522012578616,FALSE
Wytham,NPK,25/06/2025,T4,PV,9,EWT,0.011163522012578619,FALSE
Wytham,NPK,25/06/2025,T4,PV,9,LMA,11.025641025641027,FALSE
Wytham,NPK,25/06/2025,T4,PV,9,EWT,0.012051282051282055,FALSE
Wytham,DIST,25/06/2025,T4,PV,10,LMA,7.737789203084833,FALSE
Wytham,DIST,25/06/2025,T4,PV,10,EWT,0.007943444730077121,FALSE
Wytham,DIST,25/06/2025,T4,PV,10,LMA,13.236714975845413,FALSE
Wytham,DIST,25/06/2025,T4,PV,10,EWT,0.011400966183574883,FALSE
Wytham,DIST,25/06/2025,T4,PV,10,LMA,12.432432432432432,FALSE
Wytham,DIST,25/06/2025,T4,PV,10,EWT,0.01369369369369369,FALSE
Wytham,DIST,25/06/2025,T4,PV,11,LMA,7.923322683706071,FALSE
Wytham,DIST,25/06/2025,T4,PV,11,EWT,0.0032587859424920125,FALSE
Wytham,DIST,25/06/2025,T4,PV,11,LMA,10.516528925619834,FALSE
Wytham,DIST,25/06/2025,T4,PV,11,EWT,0.011797520661157027,FALSE
Wytham,DIST,25/06/2025,T4,PV,11,LMA,10.732984293193718,FALSE
Wytham,DIST,25/06/2025,T4,PV,11,EWT,0.012303664921465968,FALSE
Wytham,DIST,25/06/2025,T4,PV,12,LMA,10.459016393442623,FALSE
Wytham,DIST,25/06/2025,T4,PV,12,LDMC,0.4399999999999999,FALSE
Wytham,DIST,25/06/2025,T4,PV,12,LWC,0.56,FALSE
Wytham,DIST,25/06/2025,T4,PV,12,EWT,0.01331147540983607,FALSE
Wytham,DIST,25/06/2025,T4,PV,12,LMA,6.2850971922246215,FALSE
Wytham,DIST,25/06/2025,T4,PV,12,EWT,0.007321814254859612,FALSE
Wytham,DIST,25/06/2025,T4,PV,12,LMA,11.904090267983076,FALSE
Wytham,DIST,25/06/2025,T4,PV,12,LDMC,0.45133689839572194,FALSE
Wytham,DIST,25/06/2025,T4,PV,12,LWC,0.548663101604278,FALSE
Wytham,DIST,25/06/2025,T4,PV,12,EWT,0.01447108603667137,FALSE
Wytham,CONT,07/04/2025,T1,BP,1,LMA,5.852713178294573,FALSE
Wytham,CONT,07/04/2025,T1,BP,1,LDMC,0.36829268292682926,FALSE
Wytham,CONT,07/04/2025,T1,BP,1,LWC,0.6317073170731707,FALSE
Wytham,CONT,07/04/2025,T1,BP,1,EWT,0.010038759689922482,FALSE
Wytham,CONT,07/04/2025,T1,BP,1,LMA,6.8650793650793664,FALSE
Wytham,CONT,07/04/2025,T1,BP,1,LDMC,0.37608695652173924,FALSE
Wytham,CONT,07/04/2025,T1,BP,1,LWC,0.6239130434782608,FALSE
Wytham,CONT,07/04/2025,T1,BP,1,EWT,0.011388888888888888,FALSE
Wytham,CONT,07/04/2025,T1,BP,1,LMA,5.735294117647058,FALSE
Wytham,CONT,07/04/2025,T1,BP,1,LDMC,0.3,FALSE
Wytham,CONT,07/04/2025,T1,BP,1,LWC,0.7000000000000001,FALSE
Wytham,CONT,07/04/2025,T1,BP,1,EWT,0.013382352941176474,FALSE
Wytham,CONT,07/04/2025,T1,BP,2,LMA,8.081632653061224,FALSE
Wytham,CONT,07/04/2025,T1,BP,2,LDMC,0.34736842105263155,FALSE
Wytham,CONT,07/04/2025,T1,BP,2,LWC,0.6526315789473685,FALSE
Wytham,CONT,07/04/2025,T1,BP,2,LMA,6.1940298507462686,FALSE
Wytham,CONT,07/04/2025,T1,BP,2,LDMC,0.3952380952380953,FALSE
Wytham,CONT,07/04/2025,T1,BP,2,LWC,0.6047619047619047,FALSE
Wytham,CONT,07/04/2025,T1,BP,2,EWT,0.009477611940298508,FALSE
Wytham,CONT,07/04/2025,T1,BP,2,LMA,5.070422535211268,FALSE
Wytham,CONT,07/04/2025,T1,BP,2,LDMC,0.4,FALSE
Wytham,CONT,07/04/2025,T1,BP,2,LWC,0.6,FALSE
Wytham,CONT,07/04/2025,T1,BP,2,EWT,0.007605633802816901,FALSE
Wytham,CONT,07/04/2025,T1,BP,3,LMA,8.119658119658121,FALSE
Wytham,CONT,07/04/2025,T1,BP,3,LDMC,0.4222222222222222,FALSE
Wytham,CONT,07/04/2025,T1,BP,3,LWC,0.5777777777777777,FALSE
Wytham,CONT,07/04/2025,T1,BP,3,EWT,0.011111111111111112,FALSE
Wytham,CONT,07/04/2025,T1,BP,3,LMA,7.844827586206897,FALSE
Wytham,CONT,07/04/2025,T1,BP,3,LDMC,0.39565217391304347,FALSE
Wytham,CONT,07/04/2025,T1,BP,3,LWC,0.6043478260869566,FALSE
Wytham,CONT,07/04/2025,T1,BP,3,EWT,0.011982758620689656,FALSE
Wytham,CONT,07/04/2025,T1,BP,3,LMA,5.399239543726236,FALSE
Wytham,CONT,07/04/2025,T1,BP,3,LDMC,0.4057142857142858,FALSE
Wytham,CONT,07/04/2025,T1,BP,3,LWC,0.5942857142857141,FALSE
Wytham,CONT,07/04/2025,T1,BP,3,EWT,0.007908745247148288,FALSE
Wytham,NPK,07/04/2025,T1,BP,4,LMA,6.682577565632459,FALSE
Wytham,NPK,07/04/2025,T1,BP,4,LDMC,0.509090909090909,FALSE
Wytham,NPK,07/04/2025,T1,BP,4,LWC,0.4909090909090909,FALSE
Wytham,NPK,07/04/2025,T1,BP,4,EWT,0.006443914081145586,FALSE
Wytham,NPK,07/04/2025,T1,BP,4,LMA,4.910179640718563,FALSE
Wytham,NPK,07/04/2025,T1,BP,4,LDMC,0.4241379310344828,FALSE
Wytham,NPK,07/04/2025,T1,BP,4,LWC,0.5758620689655172,FALSE
Wytham,NPK,07/04/2025,T1,BP,4,EWT,0.006666666666666667,FALSE
Wytham,NPK,07/04/2025,T1,BP,4,LMA,5.157232704402516,FALSE
Wytham,NPK,07/04/2025,T1,BP,4,LDMC,0.3813953488372093,FALSE
Wytham,NPK,07/04/2025,T1,BP,4,LWC,0.6186046511627906,FALSE
Wytham,NPK,07/04/2025,T1,BP,4,EWT,0.008364779874213836,FALSE
Wytham,NPK,07/04/2025,T1,BP,5,LMA,6.36604774535809,FALSE
Wytham,NPK,07/04/2025,T1,BP,5,LDMC,0.33333333333333326,FALSE
Wytham,NPK,07/04/2025,T1,BP,5,LWC,0.6666666666666667,FALSE
Wytham,NPK,07/04/2025,T1,BP,5,EWT,0.012732095490716182,FALSE
Wytham,NPK,07/04/2025,T1,BP,5,LMA,4.222972972972973,FALSE
Wytham,NPK,07/04/2025,T1,BP,5,LDMC,0.4166666666666667,FALSE
Wytham,NPK,07/04/2025,T1,BP,5,LWC,0.5833333333333334,FALSE
Wytham,NPK,07/04/2025,T1,BP,5,EWT,0.0059121621621621625,FALSE
Wytham,NPK,07/04/2025,T1,BP,5,LMA,10.75268817204301,FALSE
Wytham,NPK,07/04/2025,T1,BP,5,LDMC,0.4878048780487805,FALSE
Wytham,NPK,07/04/2025,T1,BP,5,LWC,0.5121951219512195,FALSE
Wytham,NPK,07/04/2025,T1,BP,5,EWT,0.01129032258064516,FALSE
Wytham,NPK,07/04/2025,T1,BP,6,LMA,9.119318181818182,FALSE
Wytham,NPK,07/04/2025,T1,BP,6,LDMC,0.3242424242424243,FALSE
Wytham,NPK,07/04/2025,T1,BP,6,LWC,0.6757575757575757,FALSE
Wytham,NPK,07/04/2025,T1,BP,6,LMA,5.782312925170068,FALSE
Wytham,NPK,07/04/2025,T1,BP,6,LDMC,0.47222222222222215,FALSE
Wytham,NPK,07/04/2025,T1,BP,6,LWC,0.5277777777777779,FALSE
Wytham,NPK,07/04/2025,T1,BP,6,EWT,0.006462585034013607,FALSE
Wytham,NPK,07/04/2025,T1,BP,6,LMA,4.7008547008547,FALSE
Wytham,NPK,07/04/2025,T1,BP,6,LDMC,0.4583333333333333,FALSE
Wytham,NPK,07/04/2025,T1,BP,6,LWC,0.5416666666666666,FALSE
Wytham,NPK,07/04/2025,T1,BP,6,EWT,0.005555555555555556,FALSE
Wytham,DIST,07/04/2025,T1,BP,7,LMA,7.943262411347518,FALSE
Wytham,DIST,07/04/2025,T1,BP,7,LDMC,0.42264150943396217,FALSE
Wytham,DIST,07/04/2025,T1,BP,7,LWC,0.5773584905660378,FALSE
Wytham,DIST,07/04/2025,T1,BP,7,EWT,0.010851063829787238,FALSE
Wytham,DIST,07/04/2025,T1,BP,7,LMA,11.692307692307692,FALSE
Wytham,DIST,07/04/2025,T1,BP,7,LDMC,0.3753086419753086,FALSE
Wytham,DIST,07/04/2025,T1,BP,7,LWC,0.6246913580246913,FALSE
Wytham,DIST,07/04/2025,T1,BP,7,LDMC,0.42750000000000005,FALSE
Wytham,DIST,07/04/2025,T1,BP,7,LWC,0.5725,FALSE
Wytham,DIST,07/04/2025,T1,BP,8,LMA,7.73972602739726,FALSE
Wytham,DIST,07/04/2025,T1,BP,8,LDMC,0.4346153846153845,FALSE
Wytham,DIST,07/04/2025,T1,BP,8,LWC,0.5653846153846155,FALSE
Wytham,DIST,07/04/2025,T1,BP,8,EWT,0.010068493150684935,FALSE
Wytham,DIST,07/04/2025,T1,BP,8,LMA,11.376518218623483,FALSE
Wytham,DIST,07/04/2025,T1,BP,8,LDMC,0.3902777777777777,FALSE
Wytham,DIST,07/04/2025,T1,BP,8,LWC,0.6097222222222223,FALSE
Wytham,DIST,07/04/2025,T1,BP,8,LMA,8.571428571428571,FALSE
Wytham,DIST,07/04/2025,T1,BP,8,LDMC,0.44651162790697674,FALSE
Wytham,DIST,07/04/2025,T1,BP,8,LWC,0.5534883720930233,FALSE
Wytham,DIST,07/04/2025,T1,BP,8,EWT,0.010625000000000002,FALSE
Wytham,DIST,07/04/2025,T1,BP,9,LMA,8.5974025974026,FALSE
Wytham,DIST,07/04/2025,T1,BP,9,LDMC,0.4534246575342465,FALSE
Wytham,DIST,07/04/2025,T1,BP,9,LWC,0.5465753424657535,FALSE
Wytham,DIST,07/04/2025,T1,BP,9,EWT,0.010363636363636367,FALSE
Wytham,DIST,07/04/2025,T1,BP,9,LMA,7.915567282321899,FALSE
Wytham,DIST,07/04/2025,T1,BP,9,LDMC,0.44776119402985076,FALSE
Wytham,DIST,07/04/2025,T1,BP,9,LWC,0.5522388059701493,FALSE
Wytham,DIST,07/04/2025,T1,BP,9,EWT,0.009762532981530346,FALSE
Wytham,DIST,07/04/2025,T1,BP,9,LMA,7.7368421052631575,FALSE
Wytham,DIST,07/04/2025,T1,BP,9,LDMC,0.43235294117647055,FALSE
Wytham,DIST,07/04/2025,T1,BP,9,LWC,0.5676470588235294,FALSE
Wytham,DIST,07/04/2025,T1,BP,9,EWT,0.010157894736842109,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,10,LMA,6.784452296819788,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,10,LDMC,0.384,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,10,LWC,0.616,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,10,EWT,0.010883392226148415,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,10,LMA,6.253443526170799,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,10,LDMC,0.4127272727272727,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,10,LWC,0.5872727272727272,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,10,EWT,0.008898071625344353,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,10,LMA,6.2882096069869,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,10,LDMC,0.36923076923076925,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,10,LWC,0.6307692307692309,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,10,EWT,0.01074235807860262,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,11,LMA,5.754475703324808,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,11,LDMC,0.375,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,11,LWC,0.625,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,11,EWT,0.009590792838874682,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,11,LMA,8.609022556390977,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,11,LDMC,0.3881355932203389,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,11,LWC,0.6118644067796611,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,11,EWT,0.013571428571428573,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,11,LMA,6.22950819672131,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,11,LDMC,0.5181818181818181,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,11,LWC,0.48181818181818187,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,11,EWT,0.005792349726775957,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,12,LMA,6.000000000000001,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,12,LDMC,0.37090909090909097,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,12,LWC,0.629090909090909,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,12,EWT,0.010176470588235296,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,12,LMA,6.906249999999999,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,12,LDMC,0.40925925925925916,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,12,LWC,0.5907407407407408,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,12,EWT,0.009968750000000004,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,12,LMA,7.699115044247786,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,12,LDMC,0.3782608695652174,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,12,LWC,0.6217391304347827,FALSE
Wytham,NPK_DIST,07/04/2025,T1,BP,12,EWT,0.012654867256637168,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,1,LMA,5.29616724738676,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,1,LDMC,0.4071428571428571,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,1,LWC,0.5928571428571429,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,1,EWT,0.007711962833914057,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,1,LMA,4.102290889717634,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,1,LDMC,0.47142857142857136,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,1,LWC,0.5285714285714286,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,1,EWT,0.00459953827028947,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,1,LMA,7.4497767857142865,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,1,LDMC,0.4854545454545455,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,1,LWC,0.5145454545454545,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,1,EWT,0.007896205357142857,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,2,LMA,4.503042596348886,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,2,LDMC,0.42151898734177223,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,2,LWC,0.5784810126582278,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,2,EWT,0.006179851250845166,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,2,LMA,6.265866605123472,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,2,LDMC,0.4022222222222223,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,2,LWC,0.5977777777777777,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,2,EWT,0.00931225478882991,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,2,LMA,5.995316159250585,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,2,LDMC,0.4571428571428572,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,2,LWC,0.5428571428571428,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,2,EWT,0.00711943793911007,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,3,LMA,5.916328442085544,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,3,LDMC,0.4258426966292135,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,3,LWC,0.5741573033707865,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,3,EWT,0.00797689665938183,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,3,LMA,8.302739339169726,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,3,LDMC,0.4666666666666666,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,3,LWC,0.5333333333333333,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,3,EWT,0.009488844959051118,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,3,LMA,3.9644012944983813,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,3,LDMC,0.5444444444444444,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,3,LWC,0.4555555555555556,FALSE
Wytham,NPK_DIST,30/04/2025,T2,BP,3,EWT,0.003317152103559871,FALSE
Wytham,CONT,30/04/2025,T2,BP,4,LMA,3.599171413775246,FALSE
Wytham,CONT,30/04/2025,T2,BP,4,LDMC,0.37567567567567567,FALSE
Wytham,CONT,30/04/2025,T2,BP,4,LWC,0.6243243243243244,FALSE
Wytham,CONT,30/04/2025,T2,BP,4,EWT,0.005981356809943035,FALSE
Wytham,CONT,30/04/2025,T2,BP,4,LMA,4.620987935351696,FALSE
Wytham,CONT,30/04/2025,T2,BP,4,LDMC,0.42291666666666666,FALSE
Wytham,CONT,30/04/2025,T2,BP,4,LWC,0.5770833333333333,FALSE
Wytham,CONT,30/04/2025,T2,BP,4,EWT,0.006305486000455269,FALSE
Wytham,CONT,30/04/2025,T2,BP,4,LMA,5.859607376561571,FALSE
Wytham,CONT,30/04/2025,T2,BP,4,LDMC,0.4581395348837209,FALSE
Wytham,CONT,30/04/2025,T2,BP,4,LWC,0.54186046511627906,FALSE
Wytham,CONT,30/04/2025,T2,BP,4,EWT,0.006930398572278408,FALSE
Wytham,CONT,30/04/2025,T2,BP,5,LMA,5.0200585492789775,FALSE
Wytham,CONT,30/04/2025,T2,BP,5,LDMC,0.3890756302521009,FALSE
Wytham,CONT,30/04/2025,T2,BP,5,LWC,0.6109243697478991,FALSE
Wytham,CONT,30/04/2025,T2,BP,5,EWT,0.007882467743684266,FALSE
Wytham,CONT,30/04/2025,T2,BP,5,LMA,4.530516431924883,FALSE
Wytham,CONT,30/04/2025,T2,BP,5,LDMC,0.41956521739130437,FALSE
Wytham,CONT,30/04/2025,T2,BP,5,LWC,0.5804347826086956,FALSE
Wytham,CONT,30/04/2025,T2,BP,5,EWT,0.0062676056338028165,FALSE
Wytham,CONT,30/04/2025,T2,BP,5,LMA,6.664595308373466,FALSE
Wytham,CONT,30/04/2025,T2,BP,5,LDMC,0.39722222222222214,FALSE
Wytham,CONT,30/04/2025,T2,BP,5,LWC,0.6027777777777779,FALSE
Wytham,CONT,30/04/2025,T2,BP,5,EWT,0.010113406866552746,FALSE
Wytham,CONT,30/04/2025,T2,BP,6,LMA,6.748688257644292,FALSE
Wytham,CONT,30/04/2025,T2,BP,6,LDMC,0.3885416666666666,FALSE
Wytham,CONT,30/04/2025,T2,BP,6,LWC,0.6114583333333333,FALSE
Wytham,CONT,30/04/2025,T2,BP,6,EWT,0.01062058983173512,FALSE
Wytham,CONT,30/04/2025,T2,BP,6,LMA,7.66858552631579,FALSE
Wytham,CONT,30/04/2025,T2,BP,6,LDMC,0.4098901098901099,FALSE
Wytham,CONT,30/04/2025,T2,BP,6,LWC,0.5901098901098901,FALSE
Wytham,CONT,30/04/2025,T2,BP,6,EWT,0.011040296052631581,FALSE
Wytham,CONT,30/04/2025,T2,BP,6,LMA,7.850190435886585,FALSE
Wytham,CONT,30/04/2025,T2,BP,6,LDMC,0.4032608695652174,FALSE
Wytham,CONT,30/04/2025,T2,BP,6,LWC,0.5967391304347825,FALSE
Wytham,CONT,30/04/2025,T2,BP,6,EWT,0.011616589081675836,FALSE
Wytham,NPK,30/04/2025,T2,BP,7,LMA,6.8185995221466635,FALSE
Wytham,NPK,30/04/2025,T2,BP,7,LDMC,0.3533333333333333,FALSE
Wytham,NPK,30/04/2025,T2,BP,7,LWC,0.6466666666666666,FALSE
Wytham,NPK,30/04/2025,T2,BP,7,EWT,0.012479323653740123,FALSE
Wytham,NPK,30/04/2025,T2,BP,7,LMA,4.602759276879162,FALSE
Wytham,NPK,30/04/2025,T2,BP,7,LDMC,0.3794117647058823,FALSE
Wytham,NPK,30/04/2025,T2,BP,7,LWC,0.6205882352941178,FALSE
Wytham,NPK,30/04/2025,T2,BP,7,EWT,0.007528544243577547,FALSE
Wytham,NPK,30/04/2025,T2,BP,7,LMA,5.182506887052341,FALSE
