Site,Treatment,Date,Time_point,Species,Individual_nos,Width_1,Width_2,Height,Number_leaves,Repro_notes,Leaf_nos,Leaf_weight_wet_g ,Leaf_area_cm_2,Method_leaf_app,Spec_number,Spec_date,Spec_filename,Wet_chem_nos,Leaf_weight_dry_g,NOTES_1,NOTES_2,NOTES_3,NOTES_4,Demo_matched,
Wytham,DIST,07/04/2025,T1,BP,8,NA,NA,5,NA,All emerging / first tillers,L3,0.043,2.24,Leaf scan,45,40725,HR.040725.0045.sig,separate wet chem demography collected,0.0192,Representative three leaves,Rhizomatus grass / individuals hard to idenitfy; leaves all emerging stage; no flower stems ,Block_A,,,
Wytham,DIST,07/04/2025,T1,BP,9,NA,NA,5,NA,All emerging / first tillers,L1,0.073,3.85,Leaf scan,46,40725,HR.040725.0046.sig,separate wet chem demography collected,0.0331,Representative three leaves,Rhizomatus grass / individuals hard to idenitfy; leaves all emerging stage; no flower stems ,Block_A,,,
Wytham,DIST,07/04/2025,T1,BP,9,NA,NA,5,NA,All emerging / first tillers,L2,0.067,3.79,Leaf scan,47,40725,HR.040725.0047.sig,separate wet chem demography collected,0.03,Representative three leaves,Rhizomatus grass / individuals hard to idenitfy; leaves all emerging stage; no flower stems ,Block_A,,,
Wytham,DIST,07/04/2025,T1,BP,9,NA,NA,5,NA,All emerging / first tillers,L3,0.068,3.8,Leaf scan,48,40725,HR.040725.0048.sig,separate wet chem demography collected,0.0294,Representative three leaves,Rhizomatus grass / individuals hard to idenitfy; leaves all emerging stage; no flower stems ,Block_A,,,
Wytham,NPK_DIST,07/04/2025,T1,BP,10,NA,NA,5,NA,All emerging / first tillers,L1,0.05,2.83,Leaf scan,49,40725,HR.040725.0049.sig,separate wet chem demography collected,0.0192,Representative three leaves,Rhizomatus grass / individuals hard to idenitfy; leaves all emerging stage; no flower stems ,Block_A,,,
Wytham,NPK_DIST,07/04/2025,T1,BP,10,NA,NA,5,NA,All emerging / first tillers,L2,0.055,3.63,Leaf scan,50,40725,HR.040725.0050.sig,separate wet chem demography collected,0.0227,Representative three leaves,Rhizomatus grass / individuals hard to idenitfy; leaves all emerging stage; no flower stems ,Block_A,,,
Wytham,NPK_DIST,07/04/2025,T1,BP,10,NA,NA,5,NA,All emerging / first tillers,L3,0.039,2.29,Leaf scan,51,40725,HR.040725.0051.sig,separate wet chem demography collected,0.0144,Representative three leaves,Rhizomatus grass / individuals hard to idenitfy; leaves all emerging stage; no flower stems ,Block_A,,,
Wytham,NPK_DIST,07/04/2025,T1,BP,11,NA,NA,5,NA,All emerging / first tillers,L1,0.06,3.91,Leaf scan,52,40725,HR.040725.0052.sig,separate wet chem demography collected,0.0225,Representative three leaves,Rhizomatus grass / individuals hard to idenitfy; leaves all emerging stage; no flower stems ,Block_A,,,
Wytham,NPK_DIST,07/04/2025,T1,BP,11,NA,NA,5,NA,All emerging / first tillers,L2,0.059,2.66,Leaf scan,53,40725,HR.040725.0053.sig,separate wet chem demography collected,0.0229,Representative three leaves,Rhizomatus grass / individuals hard to idenitfy; leaves all emerging stage; no flower stems ,Block_A,,,
Wytham,NPK_DIST,07/04/2025,T1,BP,11,NA,NA,5,NA,All emerging / first tillers,L3,0.022,1.83,Leaf scan,54,40725,HR.040725.0054.sig,separate wet chem demography collected,0.0114,Representative three leaves,Rhizomatus grass / individuals hard to idenitfy; leaves all emerging stage; no flower stems ,Block_A,,,
Wytham,NPK_DIST,07/04/2025,T1,BP,12,NA,NA,5,NA,All emerging / first tillers,L1,0.055,3.4,Leaf scan,55,40725,HR.040725.0055.sig,separate wet chem demography collected,0.0204,Representative three leaves,Rhizomatus grass / individuals hard to idenitfy; leaves all emerging stage; no flower stems ,Block_A,,,
Wytham,NPK_DIST,07/04/2025,T1,BP,12,NA,NA,5,NA,All emerging / first tillers,L2,0.054,3.2,Leaf scan,56,40725,HR.040725.0056.sig,separate wet chem demography collected,0.0221,Representative three leaves,Rhizomatus grass / individuals hard to idenitfy; leaves all emerging stage; no flower stems ,Block_A,,,
Wytham,NPK_DIST,07/04/2025,T1,BP,12,NA,NA,5,NA,All emerging / first tillers,L3,0.023,1.13,Leaf scan,57,40725,HR.040725.0057.sig,separate wet chem demography collected,0.0087,Representative three leaves,Rhizomatus grass / individuals hard to idenitfy; leaves all emerging stage; no flower stems ,Block_A,,,
Wytham,NPK_DIST,30/04/2025,T2,BP,1,NA,NA,15,NA,None,L1,0.056,4.305,Image_J,2,43025,HR.043025.0002.sig,61,0.0228,Representative three leaves,,Block_A,,,
Wytham,NPK_DIST,30/04/2025,T2,BP,1,NA,NA,15,NA,None,L2,0.049,5.631,Image_J,3,43025,HR.043025.0003.sig,61,0.0231,Representative three leaves,,Block_A,,,
Wytham,NPK_DIST,30/04/2025,T2,BP,1,NA,NA,15,NA,None,L3,0.055,3.584,Image_J,4,43025,HR.043025.0004.sig,61,0.0267,Representative three leaves,,Block_A,,,
Wytham,NPK_DIST,30/04/2025,T2,BP,2,NA,NA,9,NA,None,L1,0.079,7.395,Image_J,5,43025,HR.043025.0005.sig,62,0.0333,Representative three leaves,,Block_A,,,
Wytham,NPK_DIST,30/04/2025,T2,BP,2,NA,NA,9,NA,None,L2,0.135,8.666,Image_J,6,43025,HR.043025.0006.sig,62,0.0543,Representative three leaves,,Block_A,,,
Wytham,NPK_DIST,30/04/2025,T2,BP,2,NA,NA,9,NA,None,L3,0.056,4.27,Image_J,7,43025,HR.043025.0007.sig,62,0.0256,Representative three leaves,,Block_A,,,
Wytham,NPK_DIST,30/04/2025,T2,BP,3,NA,NA,13,NA,None,L1,0.089,6.406,Image_J,9,43025,HR.043025.0009.sig,63,0.0379,Representative three leaves,,Block_A,,,
Wytham,NPK_DIST,30/04/2025,T2,BP,3,NA,NA,13,NA,None,L2,0.063,3.541,Image_J,10,43025,HR.043025.0010.sig,63,0.0294,Representative three leaves,,Block_A,,,
Wytham,NPK_DIST,30/04/2025,T2,BP,3,NA,NA,13,NA,None,L3,0.027,3.708,Image_J,11,43025,HR.043025.0011.sig,63,0.0147,Representative three leaves,,Block_A,,,
Wytham,CONT,30/04/2025,T2,BP,4,NA,NA,19,NA,None,L1,0.037,3.862,Image_J,12,43025,HR.043025.0012.sig,64,0.0139,Representative three leaves,,Block_A,,,
Wytham,CONT,30/04/2025,T2,BP,4,NA,NA,19,NA,None,L2,0.048,4.393,Image_J,13,43025,HR.043025.0013.sig,64,0.0203,Representative three leaves,,Block_A,,,
Wytham,CONT,30/04/2025,T2,BP,4,NA,NA,19,NA,None,L3,0.043,3.362,Image_J,14,43025,HR.043025.0014.sig,64,0.0197,Representative three leaves,,Block_A,,,
Wytham,CONT,30/04/2025,T2,BP,5,NA,NA,20,NA,None,L1,0.119,9.223,Image_J,15,43025,HR.043025.0015.sig,65,0.0463,Representative three leaves,,Block_A,,,
Wytham,CONT,30/04/2025,T2,BP,5,NA,NA,20,NA,None,L2,0.092,8.52,Image_J,16,43025,HR.043025.0016.sig,65,0.0386,Representative three leaves,,Block_A,,,
Wytham,CONT,30/04/2025,T2,BP,5,NA,NA,20,NA,None,L3,0.108,6.437,Image_J,17,43025,HR.043025.0017.sig,65,0.0429,Representative three leaves,,Block_A,,,
Wytham,CONT,30/04/2025,T2,BP,6,NA,NA,21,NA,None,L1,0.096,5.527,Image_J,18,43025,HR.043025.0018.sig,66,0.0373,Representative three leaves,,Block_A,,,
Wytham,CONT,30/04/2025,T2,BP,6,NA,NA,21,NA,None,L2,0.091,4.864,Image_J,19,43025,HR.043025.0019.sig,66,0.0373,Representative three leaves,,Block_A,,,
Wytham,CONT,30/04/2025,T2,BP,6,NA,NA,21,NA,None,L3,0.092,4.726,Image_J,21,43025,HR.043025.0021.sig,66,0.0371,Representative three leaves,,Block_A,,,
Wytham,NPK,30/04/2025,T2,BP,7,NA,NA,12,NA,None,L1,0.105,5.441,Image_J,22,43025,HR.043025.0022.sig,67,0.0371,Representative three leaves,,Block_A,,,
Wytham,NPK,30/04/2025,T2,BP,7,NA,NA,12,NA,None,L2,0.102,8.408,Image_J,23,43025,HR.043025.0023.sig,67,0.0387,Representative three leaves,,Block_A,,,
Wytham,NPK,30/04/2025,T2,BP,7,NA,NA,12,NA,None,L3,0.087,5.808,Image_J,24,43025,HR.043025.0024.sig,67,0.0301,Representative three leaves,,Block_A,,,
Wytham,NPK,30/04/2025,T2,BP,8,NA,NA,10,NA,None,L1,0.074,4.782,Image_J,25,43025,HR.043025.0025.sig,68,0.0251,Representative three leaves,,Block_A,,,
Wytham,NPK,30/04/2025,T2,BP,8,NA,NA,10,NA,None,L2,0.04,3.71,Image_J,26,43025,HR.043025.0026.sig,68,0.0142,Representative three leaves,,Block_A,,,
Wytham,NPK,30/04/2025,T2,BP,8,NA,NA,10,NA,None,L3,0.077,5.789,Image_J,27,43025,HR.043025.0027.sig,68,0.0312,Representative three leaves,,Block_A,,,
Wytham,NPK,30/04/2025,T2,BP,9,NA,NA,9,NA,None,L1,0.062,5.788,Image_J,28,43025,HR.043025.0028.sig,69,0.0268,Representative three leaves,,Block_A,,,
Wytham,NPK,30/04/2025,T2,BP,9,NA,NA,9,NA,None,L2,0.038,3.036,Image_J,29,43025,HR.043025.0029.sig,69,0.0132,Representative three leaves,,Block_A,,,
Wytham,NPK,30/04/2025,T2,BP,9,NA,NA,9,NA,None,L3,0.06,3.314,Image_J,30,43025,HR.043025.0030.sig,69,0.022,Representative three leaves,,Block_A,,,
Wytham,DIST,30/04/2025,T2,BP,10,NA,NA,16,NA,None,L1,0.072,6.537,Image_J,31,43025,HR.043025.0031.sig,70,0.0276,Representative three leaves,,Block_A,,,
Wytham,DIST,30/04/2025,T2,BP,10,NA,NA,16,NA,None,L2,0.096,6.603,Image_J,32,43025,HR.043025.0032.sig,70,0.0368,Representative three leaves,,Block_A,,,
Wytham,DIST,30/04/2025,T2,BP,10,NA,NA,16,NA,None,L3,0.095,6.308,Image_J,33,43025,HR.043025.0033.sig,70,0.0383,Representative three leaves,,Block_A,,,
Wytham,DIST,30/04/2025,T2,BP,11,NA,NA,12,NA,None,L1,0.056,3.336,Image_J,35,43025,HR.043025.0035.sig,71,0.0213,Representative three leaves,,Block_A,,,
Wytham,DIST,30/04/2025,T2,BP,11,NA,NA,12,NA,None,L2,0.042,3.316,Image_J,36,43025,HR.043025.0036.sig,71,0.0139,Representative three leaves,,Block_A,,,
Wytham,DIST,30/04/2025,T2,BP,11,NA,NA,12,NA,None,L3,0.049,3.24,Image_J,37,43025,HR.043025.0037.sig,71,0.0183,Representative three leaves,,Block_A,,,
Wytham,DIST,30/04/2025,T2,BP,12,NA,NA,19,NA,None,L1,0.135,10.297,Image_J,38,43025,HR.043025.0038.sig,72,0.0508,Representative three leaves,,Block_A,,,
Wytham,DIST,30/04/2025,T2,BP,12,NA,NA,19,NA,None,L2,0.1,11.138,Image_J,39,43025,HR.043025.0039.sig,72,0.0401,Representative three leaves,,Block_A,,,
Wytham,DIST,30/04/2025,T2,BP,12,NA,NA,19,NA,None,L3,0.098,10.664,Image_J,40,43025,HR.043025.0040.sig,72,0.0314,Representative three leaves,,Block_A,,,
Wytham,NPK_DIST,29/05/2025,T3,BP,1,NA,NA,38,NA,Elongated buds,L1,0.051,4.489,Image_J,27,52925,HR.052925.0027.sig,13,0.0203,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/05/2025,T3,BP,1,NA,NA,38,NA,Elongated buds,L2,0.032,2.629,Image_J,28,52925,HR.052925.0028.sig,13,0.0112,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/05/2025,T3,BP,1,NA,NA,38,NA,Elongated buds,L3,0.055,4.687,Image_J,29,52925,HR.052925.0029.sig,13,0.0201,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/05/2025,T3,BP,2,NA,NA,13,NA,Non-elongated buds,L1,0.041,4.479,Image_J,30,52925,HR.052925.0030.sig,14,0.0187,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/05/2025,T3,BP,2,NA,NA,13,NA,Non-elongated buds,L2,0.05,4.298,Image_J,31,52925,HR.052925.0031.sig,14,0.0184,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/05/2025,T3,BP,2,NA,NA,13,NA,Non-elongated buds,L3,0.042,3.874,Image_J,32,52925,HR.052925.0032.sig,14,0.0183,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/05/2025,T3,BP,3,NA,NA,19,NA,Elongated Buds,L1,0.055,4.927,Image_J,33,52925,HR.052925.0033.sig,15,0.0228,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/05/2025,T3,BP,3,NA,NA,19,NA,Elongated Buds,L2,0.107,4.342,Image_J,34,52925,HR.052925.0034.sig,15,0.0213,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/05/2025,T3,BP,3,NA,NA,19,NA,Elongated Buds,L3,0.057,4.61,Image_J,35,52925,HR.052925.0035.sig,15,0.0217,Representative three leaves,,Block_B,,,
Wytham,CONT,29/05/2025,T3,BP,4,NA,NA,33,NA,Elongated Buds,L1,0.051,5.144,Image_J,36,52925,HR.052925.0036.sig,16,0.0212,Representative three leaves,,Block_B,,,
Wytham,CONT,29/05/2025,T3,BP,4,NA,NA,33,NA,Elongated Buds,L2,0.084,6.561,Image_J,37,52925,HR.052925.0037.sig,16,0.0332,Representative three leaves,,Block_B,,,
Wytham,CONT,29/05/2025,T3,BP,4,NA,NA,33,NA,Elongated Buds,L3,0.057,4.726,Image_J,38,52925,HR.052925.0038.sig,16,0.0213,Representative three leaves,,Block_B,,,
Wytham,CONT,29/05/2025,T3,BP,5,NA,NA,20,NA,Non-elongated buds,L1,0.119,8.407,Image_J,39,52925,HR.052925.0039.sig,17,0.0484,Representative three leaves,,Block_B,,,
Wytham,CONT,29/05/2025,T3,BP,5,NA,NA,20,NA,Non-elongated buds,L2,0.054,4.329,Image_J,40,52925,HR.052925.0040.sig,17,0.0214,Representative three leaves,,Block_B,,,
Wytham,CONT,29/05/2025,T3,BP,5,NA,NA,20,NA,Non-elongated buds,L3,0.038,3.13,Image_J,41,52925,HR.052925.0041.sig,17,0.0156,Representative three leaves,,Block_B,,,
Wytham,CONT,29/05/2025,T3,BP,6,NA,NA,26,NA,Elongated Buds,L1,0.074,6.167,Image_J,42,52925,HR.052925.0042.sig,18,0.0275,Representative three leaves,,Block_B,,,
Wytham,CONT,29/05/2025,T3,BP,6,NA,NA,26,NA,Elongated Buds,L2,0.08,7.227,Image_J,43,52925,HR.052925.0043.sig,18,0.0331,Representative three leaves,,Block_B,,,
Wytham,CONT,29/05/2025,T3,BP,6,NA,NA,26,NA,Elongated Buds,L3,0.048,4.246,Image_J,44,52925,HR.052925.0044.sig,18,0.0203,Representative three leaves,,Block_B,,,
Wytham,NPK,29/05/2025,T3,BP,7,NA,NA,40,NA,Elongated Buds,L1,0.129,8.217,Image_J,45,52925,HR.052925.0045.sig,19,0.0486,Representative three leaves,,Block_B,,,
Wytham,NPK,29/05/2025,T3,BP,7,NA,NA,40,NA,Elongated Buds,L2,0.048,3.58,Image_J,46,52925,HR.052925.0046.sig,19,0.0179,Representative three leaves,,Block_B,,,
Wytham,NPK,29/05/2025,T3,BP,7,NA,NA,40,NA,Elongated Buds,L3,0.045,3.932,Image_J,47,52925,HR.052925.0047.sig,19,0.0171,Representative three leaves,,Block_B,,,
Wytham,NPK,29/05/2025,T3,BP,8,NA,NA,44,NA,Elongated Buds,L1,0.06,4.888,Image_J,48,52925,HR.052925.0048.sig,20,0.0234,Representative three leaves,,Block_B,,,
Wytham,NPK,29/05/2025,T3,BP,8,NA,NA,44,NA,Elongated Buds,L2,0.095,6.008,Image_J,49,52925,HR.052925.0049.sig,20,0.0365,Representative three leaves,,Block_B,,,
Wytham,NPK,29/05/2025,T3,BP,8,NA,NA,44,NA,Elongated Buds,L3,0.062,5.923,Image_J,50,52925,HR.052925.0050.sig,20,0.0259,Representative three leaves,,Block_B,,,
Wytham,NPK,29/05/2025,T3,BP,9,NA,NA,45,NA,Elongated Buds,L1,0.067,5.833,Image_J,51,52925,HR.052925.0051.sig,21,0.0266,Representative three leaves,,Block_B,,,
Wytham,NPK,29/05/2025,T3,BP,9,NA,NA,45,NA,Elongated Buds,L2,0.08,6.262,Image_J,52,52925,HR.052925.0052.sig,21,0.03,Representative three leaves,,Block_B,,,
Wytham,NPK,29/05/2025,T3,BP,9,NA,NA,45,NA,Elongated Buds,L3,0.053,4.136,Image_J,53,52925,HR.052925.0053.sig,21,0.0202,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/05/2025,T3,BP,10,NA,NA,21,NA,Elongated Buds,L1,0.031,2.896,Image_J,54,52925,HR.052925.0054.sig,22,0.0132,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/05/2025,T3,BP,10,NA,NA,21,NA,Elongated Buds,L2,0.039,3.122,Image_J,55,52925,HR.052925.0055.sig,22,0.0152,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/05/2025,T3,BP,10,NA,NA,21,NA,Elongated Buds,L3,0.059,4.416,Image_J,56,52925,HR.052925.0056.sig,22,0.0235,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/05/2025,T3,BP,11,NA,NA,20,NA,Non-elongated buds,L1,0.1,7.568,Image_J,57,52925,HR.052925.0057.sig,23,0.0347,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/05/2025,T3,BP,11,NA,NA,20,NA,Non-elongated buds,L2,0.074,6.264,Image_J,58,52925,HR.052925.0058.sig,23,0.0289,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/05/2025,T3,BP,11,NA,NA,20,NA,Non-elongated buds,L3,0.049,3.71,Image_J,59,52925,HR.052925.0059.sig,23,0.0186,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/05/2025,T3,BP,12,NA,NA,28,NA,Elongated Buds,L1,0.045,4.505,Image_J,60,52925,HR.052925.0060.sig,24,0.0174,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/05/2025,T3,BP,12,NA,NA,28,NA,Elongated Buds,L2,0.035,3.294,Image_J,61,52925,HR.052925.0061.sig,24,0.0136,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/05/2025,T3,BP,12,NA,NA,28,NA,Elongated Buds,L3,0.05,3.595,Image_J,62,52925,HR.052925.0062.sig,24,0.0173,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,25/06/2025,T4,BP,1,NA,NA,58,NA,Seeding,L1,0.041,2.39,Leaf_scan,45,62525,HR.062525.0045.sig,13,0.0233,Representative three leaves,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BP,1,NA,NA,58,NA,Seeding,L2,0.043,2.57,Leaf_scan,46,62525,HR.062525.0046.sig,13,0.0208,Representative three leaves,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BP,1,NA,NA,58,NA,Seeding,L3,0.029,1.99,Leaf_scan,47,62525,HR.062525.0047.sig,13,0.0146,Representative three leaves,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BP,2,NA,NA,55,NA,Seeding,L1,0.066,3.44,Leaf_scan,48,62525,HR.062525.0048.sig,14,0.0332,Representative three leaves,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BP,2,NA,NA,55,NA,Seeding,L2,0.042,2.09,Leaf_scan,50,62525,HR.062525.0050.sig,14,0.02,Representative three leaves,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BP,2,NA,NA,55,NA,Seeding,L3,0.075,4.475,Image_J,51,62525,HR.062525.0051.sig,14,0.0416,Representative three leaves,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BP,3,NA,NA,44,NA,Seeding,L1,0.083,4.02,Image_J,52,62525,HR.062525.0052.sig,15,0.04,Representative three leaves,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BP,3,NA,NA,44,NA,Seeding,L2,0.046,1.63,Leaf_scan,53,62525,HR.062525.0053.sig,15,0.0236,Representative three leaves,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BP,3,NA,NA,44,NA,Seeding,L3,0.036,1.2,Leaf_scan,54,62525,HR.062525.0054.sig,15,0.0184,Representative three leaves,,,,,
Wytham,CONT,25/06/2025,T4,BP,4,NA,NA,58,NA,Seeding,L1,0.064,3.79,Leaf_scan,55,62525,HR.062525.0055.sig,16,0.0289,Representative three leaves,,,,,
Wytham,CONT,25/06/2025,T4,BP,4,NA,NA,58,NA,Seeding,L2,0.061,4.59,Leaf_scan,56,62525,HR.062525.0056.sig,16,0.0302,Representative three leaves,,,,,
Wytham,CONT,25/06/2025,T4,BP,4,NA,NA,58,NA,Seeding,L3,0.08,7.292,Image_J,57,62525,HR.062525.0057.sig,16,0.0369,Representative three leaves,,,,,
Wytham,CONT,25/06/2025,T4,BP,5,NA,NA,62,NA,Seeding,L1,0.113,6.96,Leaf_scan,58,62525,HR.062525.0058.sig,17,0.0517,Representative three leaves,,,,,
Wytham,CONT,25/06/2025,T4,BP,5,NA,NA,62,NA,Seeding,L2,0.071,3.12,Leaf_scan,59,62525,HR.062525.0059.sig,17,0.0352,Representative three leaves,,,,,
Wytham,CONT,25/06/2025,T4,BP,5,NA,NA,62,NA,Seeding,L3,0.077,3.88,Leaf_scan,60,62525,HR.062525.0060.sig,17,0.0372,Representative three leaves,,,,,
Wytham,CONT,25/06/2025,T4,BP,6,NA,NA,75,NA,Seeding,L1,0.033,2.563,Image_J,62,62525,HR.062525.0062.sig,18,0.0167,Representative three leaves,,,,,
Wytham,CONT,25/06/2025,T4,BP,6,NA,NA,75,NA,Seeding,L2,0.05,2.56,Image_J,63,62525,HR.062525.0063.sig,18,0.0253,Representative three leaves,,,,,
Wytham,CONT,25/06/2025,T4,BP,6,NA,NA,75,NA,Seeding,L3,0.08,4.321,Image_J,64,62525,HR.062525.0064.sig,18,0.0389,Representative three leaves,,,,,
Wytham,NPK,25/06/2025,T4,BP,7,NA,NA,47,NA,Seeding,L1,0.011,0.77,Leaf_scan,65,62525,HR.062525.0065.sig,19,0.0074,Representative three leaves,,,,,
Wytham,NPK,25/06/2025,T4,BP,7,NA,NA,47,NA,Seeding,L2,0.024,1.53,Leaf_scan,66,62525,HR.062525.0066.sig,19,0.013,Representative three leaves,,,,,
Wytham,NPK,25/06/2025,T4,BP,7,NA,NA,47,NA,Seeding,L3,0.018,1.71,Image_J,67,62525,HR.062525.0067.sig,19,0.0121,Representative three leaves,,,,,
Wytham,NPK,25/06/2025,T4,BP,8,NA,NA,58,NA,Seeding,L1,0.072,3.91,Leaf_scan,68,62525,HR.062525.0068.sig,20,0.0356,Representative three leaves,,,,,
Wytham,NPK,25/06/2025,T4,BP,8,NA,NA,58,NA,Seeding,L2,0.088,4.44,Leaf_scan,69,62525,HR.062525.0069.sig,20,0.0441,Representative three leaves,,,,,
Wytham,NPK,25/06/2025,T4,BP,8,NA,NA,58,NA,Seeding,L3,0.057,2.53,Leaf_scan,70,62525,HR.062525.0070.sig,20,0.0277,Representative three leaves,,,,,
Wytham,NPK,25/06/2025,T4,BP,9,NA,NA,62,NA,Seeding,L1,0.045,2.205,Image_J,71,62525,HR.062525.0071.sig,21,0.026,Representative three leaves,,,,,
Wytham,NPK,25/06/2025,T4,BP,9,NA,NA,62,NA,Seeding,L2,0.069,2.33,Leaf_scan,72,62525,HR.062525.0072.sig,21,0.0363,Representative three leaves,,,,,
Wytham,NPK,25/06/2025,T4,BP,9,NA,NA,62,NA,Seeding,L3,0.053,3.38,Leaf_scan,73,62525,HR.062525.0073.sig,21,0.0291,Representative three leaves,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BP,10,NA,NA,75,NA,Seeding,L1,0.05,3.16,Leaf_scan,74,62525,HR.062525.0074.sig,22,0.0243,Representative three leaves,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BP,10,NA,NA,75,NA,Seeding,L2,0.033,1.82,Leaf_scan,75,62525,HR.062525.0075.sig,22,0.0158,Representative three leaves,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BP,10,NA,NA,75,NA,Seeding,L3,0.043,2.82,Leaf_scan,76,62525,HR.062525.0076.sig,22,0.0188,Representative three leaves,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BP,11,NA,NA,47,NA,Seeding,L1,0.064,1.83,Leaf_scan,77,62525,HR.062525.0077.sig,23,0.0375,Representative three leaves,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BP,11,NA,NA,47,NA,Seeding,L2,0.045,2.923,Image_J,78,62525,HR.062525.0078.sig,23,0.0302,Representative three leaves,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BP,11,NA,NA,47,NA,Seeding,L3,0.037,1.405,Image_J,79,62525,HR.062525.0079.sig,23,0.0217,Representative three leaves,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BP,12,NA,NA,58,NA,Seeding,L1,0.059,3.4,Leaf_scan,80,62525,HR.062525.0080.sig,24,0.0352,Representative three leaves,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BP,12,NA,NA,58,NA,Seeding,L2,0.103,4.952,Image_J,81,62525,HR.062525.0081.sig,24,0.0571,Representative three leaves,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BP,12,NA,NA,58,NA,Seeding,L3,0.059,3.71,Leaf_scan,82,62525,HR.062525.0082.sig,24,0.0349,Representative three leaves,,,,,
Wytham,CONT,07/04/2025,T1,AE,1,5,3,3.5,5,None,L1,0.033,2.04,Leaf  scan,59,40725,HR.040725.0059.sig,separate wet chem demography collected,0.0135,Exhaustive sampling of individual,Very small unfolded leaves not counted ,,,,
Wytham,CONT,07/04/2025,T1,AE,1,5,3,3.5,5,None,L2,0.065,2.85,Leaf  scan,60,40725,HR.040725.0060.sig,separate wet chem demography collected,0.0205,Exhaustive sampling of individual,Very small unfolded leaves not counted ,,,,
Wytham,CONT,07/04/2025,T1,AE,1,5,3,3.5,5,None,L3,0.053,2.48,Leaf  scan,61,40725,HR.040725.0061.sig,separate wet chem demography collected,0.0236,Exhaustive sampling of individual,Very small unfolded leaves not counted ,,,,
Wytham,CONT,07/04/2025,T1,AE,1,5,3,3.5,5,None,L4,0.047,1.29,Leaf  scan,62,40725,HR.040725.0062.sig,separate wet chem demography collected,0.018,Exhaustive sampling of individual,Very small unfolded leaves not counted ,,,,
Wytham,CONT,07/04/2025,T1,AE,1,5,3,3.5,5,None,L5,0.011,0.71,Leaf  scan,64,40725,HR.040725.0064.sig,separate wet chem demography collected,0.0054,Exhaustive sampling of individual,Very small unfolded leaves not counted ,,,,
Wytham,CONT,07/04/2025,T1,AE,2,7,5,3.5,6,None,L1,0.041,1.55,Leaf  scan,65,40725,HR.040725.0065.sig,separate wet chem demography collected,0.0117,Exhaustive sampling of individual,Very small unfolded leaves not counted ,,,,
Wytham,CONT,07/04/2025,T1,AE,2,7,5,3.5,6,None,L2,0.053,1.77,Leaf  scan,66,40725,HR.040725.0066.sig,separate wet chem demography collected,0.0177,Exhaustive sampling of individual,Very small unfolded leaves not counted ,,,,
Wytham,CONT,07/04/2025,T1,AE,2,7,5,3.5,6,None,L3,0.079,2.34,Leaf  scan,67,40725,HR.040725.0067.sig,separate wet chem demography collected,0.0258,Exhaustive sampling of individual,Very small unfolded leaves not counted ,,,,
Wytham,CONT,07/04/2025,T1,AE,2,7,5,3.5,6,None,L4,0.023,0.82,Leaf  scan,68,40725,HR.040725.0068.sig,separate wet chem demography collected,0.007,Exhaustive sampling of individual,Very small unfolded leaves not counted ,,,,
Wytham,CONT,07/04/2025,T1,AE,2,7,5,3.5,6,None,L5,0.07,1.54,Leaf  scan,69,40725,HR.040725.0069.sig,separate wet chem demography collected,0.0259,Exhaustive sampling of individual,Very small unfolded leaves not counted ,,,,
