Site,Treatment,Block,Plot_nos,Individual_nos,Species,Date,Time_point,Survival,SLA,LMA,LDMC,Height,Width_1,Width_2,,Leaves,Flower,RS,Seed,Notes_1,Notes_2,,Phenological stage,,R/N-R
Wytham,DIST,B,NA,1,LC,26/06/2025,July,yes,20.29411765,0.049275362,200,3.5,5,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,DIST,B,NA,2,LC,26/06/2025,July,yes,14.46428571,0.069135802,466.6666667,4,20,NA,,NA,None,,4 x SH,,,,2,,Reproductive
Wytham,DIST,C,NA,1,LC,26/06/2025,July,yes,17.05882353,0.05862069,268.4210526,2,5,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,DIST,C,NA,2,LC,26/06/2025,July,yes,16.5,0.060606061,300,3.5,15,NA,,NA,1 x Bud,,None,,,,1,,Non-reproductive
Wytham,DIST,D,NA,1,LC,26/06/2025,July,no,15.9,0.062893082,322.5806452,Dead,Dead,NA,,NA,Dead,,Dead,,,,4,,Non-reproductive
Wytham,DIST,D,NA,2,LC,26/06/2025,July,yes,15.51282051,0.06446281,339.1304348,8,15,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,DIST,E,NA,1,LC,26/06/2025,July,yes,13.05732484,0.076585366,356.8181818,4.5,5,NA,,NA,None,,2 x SH,,,,2,,Reproductive
Wytham,DIST,E,NA,2,LC,26/06/2025,July,yes,13.02325581,0.076785714,358.3333333,6,10,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,NPK,A,NA,1,LC,26/06/2025,July,yes,14.03846154,0.071232877,371.4285714,5,5,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,NPK,A,NA,2,LC,26/06/2025,July,yes,10.79268293,0.092655367,315.3846154,2,5,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,NPK,B,NA,1,LC,26/06/2025,July,yes,11,0.090909091,322.5806452,8,50,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,NPK,B,NA,2,LC,26/06/2025,July,no,9.615384615,0.104,346.6666667,Dead,Dead,NA,,NA,Dead,,Dead,,,,4,,Non-reproductive
Wytham,NPK,C,NA,1,LC,26/06/2025,July,no,17.46666667,0.057251908,263.1578947,Dead,Dead,NA,,NA,Dead,,Dead,,,,4,,Non-reproductive
Wytham,NPK,C,NA,2,LC,26/06/2025,July,yes,18.5483871,0.053913043,193.75,3,1,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,NPK,D,NA,1,LC,26/06/2025,July,yes,16.84210526,0.059375,271.4285714,12,1,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,NPK,D,NA,2,LC,26/06/2025,July,yes,16.92307692,0.059090909,247.6190476,3,1,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,NPK,E,NA,1,LC,26/06/2025,July,yes,11.2173913,0.089147287,267.4418605,5,25,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,NPK,E,NA,2,LC,26/06/2025,July,yes,13.95833333,0.071641791,300,7,40,NA,,NA,None,,2 x SH,,,,2,,Reproductive
Wytham,NPK_CESS,A,NA,1,LC,26/06/2025,July,yes,15.60747664,0.064071856,267.5,9,5,NA,,NA,None,,1 x SH,,,,2,,Reproductive
Wytham,NPK_CESS,A,NA,2,LC,26/06/2025,July,yes,13.24786325,0.075483871,344.1176471,5,20,NA,,NA,None,,13 x SH,,,,2,,Reproductive
Wytham,NPK_CESS,B,NA,1,LC,26/06/2025,July,yes,12.53968254,0.079746835,331.5789474,12,30,NA,,NA,1 x Flower,,6 x SH,,,,3,,Reproductive
Wytham,NPK_CESS,B,NA,2,LC,26/06/2025,July,no,10.39344262,0.096214511,314.4329897,Dead,Dead,NA,,NA,Dead,,Dead,,,,4,,Non-reproductive
Wytham,NPK_CESS,C,NA,1,LC,26/06/2025,July,yes,9.713541667,0.102949062,320,6,5,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,C,NA,2,LC,26/06/2025,July,yes,12.74193548,0.078481013,317.9487179,10,15,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,D,NA,1,LC,26/06/2025,July,yes,,,,8,5,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,D,NA,2,LC,26/06/2025,July,yes,,,,3,1,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,E,NA,1,LC,26/06/2025,July,no,,,,Dead,Dead,NA,,NA,Dead,,Dead,,,,4,,Non-reproductive
Wytham,NPK_CESS,E,NA,2,LC,26/06/2025,July,yes,,,,Dead,Dead,NA,,NA,Dead,,Dead,,,,4,,Non-reproductive
Wytham,NPK_DIST,A,NA,1,LC,26/06/2025,July,yes,,,,12,60,NA,,NA,2 x Flower,,8 x SH,,,,3,,Reproductive
Wytham,NPK_DIST,A,NA,2,LC,26/06/2025,July,yes,,,,5,5,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,B,NA,1,LC,26/06/2025,July,yes,,,,1.5,1,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,B,NA,2,LC,26/06/2025,July,yes,,,,6,2,NA,,NA,1 x Flower,,None,,,,1,,Non-reproductive
Wytham,NPK_DIST,C,NA,1,LC,26/06/2025,July,yes,,,,3,1,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,C,NA,2,LC,26/06/2025,July,yes,,,,5.5,1,NA,,NA,1 x Flower,,None,,,,1,,Non-reproductive
Wytham,NPK_DIST,D,NA,1,LC,26/06/2025,July,yes,,,,4,20,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,D,NA,2,LC,26/06/2025,July,no,,,,Dead,Dead,NA,,NA,Dead,,Dead,,,,4,,Non-reproductive
Wytham,NPK_DIST,E,NA,1,LC,26/06/2025,July,yes,,,,8,10,NA,,NA,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,E,NA,2,LC,26/06/2025,July,yes,,,,4,10,NA,,NA,2 x Bud; 2 x Flower ,,4 x SH,,,,3,,Reproductive
Wytham,CONT,A,NA,1,CV,14/04/2025,April,yes,20.44444444,0.048913043,300,1,3,2,,1,None,,None,,,,0,,Non-reproductive
Wytham,CONT,A,NA,2,CV,14/04/2025,April,yes,45.12765957,0.022159359,335.7142857,1,4,2,,2,None,,None,,,,0,,Non-reproductive
Wytham,CONT,A,NA,3,CV,14/04/2025,April,yes,25.63888889,0.03900325,327.2727273,NA,NA,NA,,NA,NA,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,1,CV,14/04/2025,April,yes,20.15254237,0.049621531,393.3333333,1,5,2.4,,4,None,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,2,CV,14/04/2025,April,yes,22.35294118,0.044736842,300,1,3,4,,9,None,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,3,CV,14/04/2025,April,yes,21.01724138,0.047579984,305.2631579,2,14,13,,9,None,,None,,,,0,,Non-reproductive
Wytham,DIST,B,NA,1,CV,14/04/2025,April,yes,19.11392405,0.052317881,343.4782609,2,4,2,,4,None,,None,,,,0,,Non-reproductive
Wytham,DIST,B,NA,2,CV,14/04/2025,April,yes,19.28571429,0.051851852,311.1111111,2,16,13,,21,None,,None,,,,0,,Non-reproductive
Wytham,DIST,B,NA,3,CV,14/04/2025,April,yes,17.11340206,0.058433735,293.9393939,1,2,2,,1,None,,None,,,,0,,Non-reproductive
Wytham,DIST,C,NA,1,CV,14/04/2025,April,yes,18.12068966,0.055185538,322.2222222,2,1,1,,1,None,,None,,,,0,,Non-reproductive
Wytham,DIST,C,NA,2,CV,14/04/2025,April,yes,14.97014925,0.066799601,418.75,3,4,3,,3,None,,None,,,,0,,Non-reproductive
Wytham,DIST,D,NA,1,CV,14/04/2025,April,yes,26.21212121,0.038150289,300,1.5,10,4,,7,None,,None,,,,0,,Non-reproductive
Wytham,DIST,D,NA,2,CV,14/04/2025,April,yes,14.28089888,0.070023603,386.9565217,1,5,4,,3,None,,None,,,,0,,Non-reproductive
Wytham,DIST,E,NA,1,CV,14/04/2025,April,yes,15.60714286,0.064073227,323.0769231,1,3,3,,5,None,,None,,,,0,,Non-reproductive
Wytham,DIST,E,NA,2,CV,14/04/2025,April,yes,17.375,0.057553957,342.8571429,1,5,2,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK,A,NA,1,CV,14/04/2025,April,yes,23.67272727,0.042242704,366.6666667,1.5,1.5,1.5,,1,None,,None,,,,0,,Non-reproductive
Wytham,NPK,B,NA,1,CV,14/04/2025,April,yes,23,0.043478261,293.3333333,1,5,4,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK,B,NA,2,CV,14/04/2025,April,yes,19.65909091,0.050867052,366.6666667,5,3,3,,1,None,,None,,doesn't look right - 2 individuals may have merged here at T3,,0,,Non-reproductive
Wytham,NPK,B,NA,3,CV,14/04/2025,April,yes,35.53488372,0.028141361,238.8888889,2,4,2,,2,None,,None,,,,0,,Non-reproductive
Wytham,NPK,C,NA,1,CV,14/04/2025,April,yes,20.55813953,0.048642534,330.7692308,2,1,1,,1,None,,None,,,,0,,Non-reproductive
Wytham,NPK,C,NA,2,CV,14/04/2025,April,yes,17.38596491,0.057517659,285,1,6,3,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK,D,NA,1,CV,14/04/2025,April,yes,23.73684211,0.042128603,345.4545455,3,1,1,,1,None,,None,,,,0,,Non-reproductive
Wytham,NPK,D,NA,2,CV,14/04/2025,April,yes,22.81578947,0.043829296,345.4545455,3,1,1,,1,None,,None,,,,0,,Non-reproductive
Wytham,NPK,E,NA,1,CV,14/04/2025,April,yes,20.04651163,0.049883991,390.9090909,2,1,1,,1,None,,None,,,,0,,Non-reproductive
Wytham,NPK,E,NA,2,CV,14/04/2025,April,yes,23.03448276,0.043413174,322.2222222,1,6,3,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,B,NA,1,CV,14/04/2025,April,yes,23.59375,0.042384106,533.3333333,1,1,1,,1,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,B,NA,2,CV,14/04/2025,April,yes,19.4516129,0.051409619,344.4444444,1,9,3,,9,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,B,NA,3,CV,14/04/2025,April,yes,19.55681818,0.051133062,352,1.5,7,2,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,D,NA,1,CV,14/04/2025,April,yes,15.49038462,0.064556176,371.4285714,1,5,2,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,D,NA,2,CV,14/04/2025,April,yes,18.27941176,0.054706356,323.8095238,1,4,4,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,E,NA,1,CV,14/04/2025,April,yes,12.25641026,0.081589958,278.5714286,1,1,1,,1,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,E,NA,2,CV,14/04/2025,April,yes,19.41071429,0.051517939,350,2,1,1,,1,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,A,NA,1,CV,14/04/2025,April,yes,18.91836735,0.052858684,408.3333333,1.5,2,1,,1,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,A,NA,2,CV,14/04/2025,April,yes,18.23913043,0.054827175,353.8461538,2,9,10,,14,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,B,NA,1,CV,14/04/2025,April,yes,14.96610169,0.066817667,453.8461538,2,5,2,,2,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,D,NA,1,CV,14/04/2025,April,yes,18.14285714,0.05511811,381.8181818,2,1,1,,2,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,D,NA,2,CV,14/04/2025,April,yes,,,,1,9,7,,16,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,E,NA,1,CV,14/04/2025,April,yes,,,,1,6,2.5,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,E,NA,2,CV,14/04/2025,April,yes,,,,2,6,3,,3,None,,None,,,,0,,Non-reproductive
Wytham,CONT,A,NA,1,CV,07/05/2025,May,yes,20.591133,0.048564593,285.915493,4,5,2,,2,None,,None,,,,0,,Non-reproductive
Wytham,CONT,A,NA,2,CV,07/05/2025,May,yes,17.5560166,0.056960529,256.3829787,2,6,2,,5,None,,None,,,,0,,Non-reproductive
Wytham,CONT,A,NA,3,CV,07/05/2025,May,yes,19.20100503,0.052080607,284.2857143,3,3,2,,1,None,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,1,CV,07/05/2025,May,yes,21.97169811,0.045513096,274.137931,2,6,2,,4,None,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,2,CV,07/05/2025,May,yes,16.67464115,0.059971306,278.6666667,2,7,2,,4,None,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,3,CV,07/05/2025,May,yes,21.4969697,0.046518184,250,2,16,9,,10,None,,None,,,,0,,Non-reproductive
Wytham,DIST,B,NA,1,CV,07/05/2025,May,no,14.78404669,0.067640479,325.3164557,Dead,Dead,Dead,,Dead,Dead,,Dead,,,,4,,Non-reproductive
Wytham,DIST,B,NA,2,CV,07/05/2025,May,yes,18.41090909,0.054315623,221.7741935,3.5,22,20,,22,None,,None,,,,0,,Non-reproductive
Wytham,DIST,B,NA,3,CV,07/05/2025,May,yes,16.4318618,0.060857376,291.0614525,2,5,4,,1,None,,None,,,,0,,Non-reproductive
Wytham,DIST,C,NA,1,CV,07/05/2025,May,yes,11.01930502,0.090749825,340.7894737,3,3.5,3,,1,None,,None,,,,0,,Non-reproductive
Wytham,DIST,C,NA,2,CV,07/05/2025,May,yes,12.25268817,0.081614743,344.4444444,4,10,9,,4,None,,None,,,,0,,Non-reproductive
Wytham,DIST,D,NA,1,CV,07/05/2025,May,yes,9.121428571,0.10963195,344.2622951,2,14,15,,5,None,,None,,,,0,,Non-reproductive
Wytham,DIST,D,NA,2,CV,07/05/2025,May,yes,17.89082969,0.055894557,352.3076923,4,14,10,,7,None,,None,,,,0,,Non-reproductive
Wytham,DIST,E,NA,1,CV,07/05/2025,May,yes,14.19263456,0.070459082,336.1904762,1,3,3,,6,None,,None,,,,0,,Non-reproductive
Wytham,DIST,E,NA,2,CV,07/05/2025,May,yes,14.37337662,0.069573074,327.6595745,2,5,3,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK,A,NA,1,CV,07/05/2025,May,yes,14.53110048,0.068817912,331.7460317,5,4,2,,2,None,,None,,,,0,,Non-reproductive
Wytham,NPK,B,NA,1,CV,07/05/2025,May,yes,16.39761431,0.060984481,297.6331361,3,7,2,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK,B,NA,2,CV,07/05/2025,May,yes,10.68396226,0.093598234,344.7154472,3,17,5,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK,B,NA,3,CV,07/05/2025,May,yes,24.61458333,0.040626322,300,3,9,3,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK,C,NA,1,CV,07/05/2025,May,no,18.81651376,0.053144807,340.625,Dead,Dead,Dead,,Dead,Dead,,None,,,,4,,Non-reproductive
Wytham,NPK,C,NA,2,CV,07/05/2025,May,no,20.09615385,0.049760766,335.483871,Dead,Dead,Dead,,Dead,Dead,,None,,,,4,,Non-reproductive
Wytham,NPK,D,NA,1,CV,07/05/2025,May,yes,28.14035088,0.03553616,335.2941176,4,9,7,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK,D,NA,2,CV,07/05/2025,May,yes,22.31481481,0.044813278,317.6470588,5,6,2,,2,None,,None,,,,0,,Non-reproductive
Wytham,NPK,E,NA,1,CV,07/05/2025,May,yes,18.125,0.055172414,457.1428571,3,2,2,,1,None,,None,,,,0,,Non-reproductive
Wytham,NPK,E,NA,2,CV,07/05/2025,May,yes,NA,NA,3333.333333,2,7,2,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,B,NA,1,CV,07/05/2025,May,yes,19.3030303,0.051805338,253.8461538,3,1,1,,1,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,B,NA,2,CV,07/05/2025,May,yes,20.79487179,0.048088779,325,3,9,3,,10,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,B,NA,3,CV,07/05/2025,May,yes,17.54347826,0.057001239,340.7407407,3,13,3,,6,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,D,NA,1,CV,07/05/2025,May,yes,14.1588785,0.070627063,314.7058824,2,6,2,,6,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,D,NA,2,CV,07/05/2025,May,yes,19.88888889,0.05027933,480,3,5,3,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,E,NA,1,CV,07/05/2025,May,yes,16.20588235,0.061705989,425,2,3,1,,1,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,E,NA,2,CV,07/05/2025,May,yes,15.67741935,0.063786008,364.7058824,3,7,3,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,A,NA,1,CV,07/05/2025,May,yes,16.51515152,0.060550459,471.4285714,3,7,2.5,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,A,NA,2,CV,07/05/2025,May,no,20.65517241,0.048414023,435,Dead,Dead,Dead,,Dead,Dead,,Dead,,,,4,,Non-reproductive
Wytham,NPK_DIST,B,NA,1,CV,07/05/2025,May,yes,17.73333333,0.056390977,468.75,2,9,3,,2,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,D,NA,1,CV,07/05/2025,May,yes,15.79207921,0.063322884,388.4615385,2,9,2.5,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,D,NA,2,CV,07/05/2025,May,yes,,,,3,9,3,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,E,NA,1,CV,07/05/2025,May,yes,,,,1.5,7,3,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,E,NA,2,CV,07/05/2025,May,yes,,,,3,6,6,,5,None,,None,,,,0,,Non-reproductive
Wytham,CONT,A,NA,1,CV,03/06/2025,June,yes,19.66326531,0.050856253,392,8,5,5,,2,None,,None,,,,0,,Non-reproductive
Wytham,CONT,A,NA,2,CV,03/06/2025,June,yes,21.53703704,0.046431642,360,4,6,4,,5,None,,None,,,,0,,Non-reproductive
Wytham,CONT,A,NA,3,CV,03/06/2025,June,yes,17.22105263,0.05806846,413.0434783,7,6,2,,2,None,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,1,CV,03/06/2025,June,yes,16.171875,0.061835749,400,3,7,3.5,,4,None,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,2,CV,03/06/2025,June,yes,15.3,0.065359477,750,3.5,9,5,,4,None,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,3,CV,03/06/2025,June,yes,16.61904762,0.06017192,700,3.5,16,12,,16,None,,None,,,,0,,Non-reproductive
Wytham,DIST,B,NA,1,CV,03/06/2025,June,no,19.89655172,0.050259965,386.6666667,Dead,Dead,Dead,,Dead,Dead,,Dead,,,,4,,Non-reproductive
Wytham,DIST,B,NA,2,CV,03/06/2025,June,yes,20.11594203,0.049711816,353.8461538,4.5,23,21,,22,None,,None,,,,0,,Non-reproductive
Wytham,DIST,B,NA,3,CV,03/06/2025,June,yes,19.34313725,0.051697922,510,6,15,13,,8,None,,None,,,,0,,Non-reproductive
Wytham,DIST,C,NA,1,CV,03/06/2025,June,yes,17.75806452,0.056312443,375.7575758,6,7,4,,1,None,,None,,,,0,,Non-reproductive
Wytham,DIST,C,NA,2,CV,03/06/2025,June,yes,14.96296296,0.066831683,372.4137931,5,12,5,,4,None,,None,,,,0,,Non-reproductive
Wytham,DIST,D,NA,1,CV,03/06/2025,June,yes,15.83783784,0.063139932,352.3809524,7,13,6,,7,None,,None,,,,0,,Non-reproductive
Wytham,DIST,D,NA,2,CV,03/06/2025,June,yes,18.97297297,0.052706553,389.4736842,9,30,32,,32,None,,None,,,,0,,Non-reproductive
Wytham,DIST,E,NA,1,CV,03/06/2025,June,yes,21.36764706,0.046799725,400,1.5,4,3,,7,None,,None,,,,0,,Non-reproductive
Wytham,DIST,E,NA,2,CV,03/06/2025,June,yes,15.84057971,0.063129003,690,3,15,3,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK,A,NA,1,CV,03/06/2025,June,yes,19.79518072,0.050517346,415,9,4,3,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK,B,NA,1,CV,03/06/2025,June,yes,18.87837838,0.052970651,389.4736842,5.5,11,5,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK,B,NA,2,CV,03/06/2025,June,yes,16.40350877,0.060962567,438.4615385,12,22,20,,18,None,,None,,,,0,,Non-reproductive
Wytham,NPK,B,NA,3,CV,03/06/2025,June,yes,16.21111111,0.061686086,352.9411765,10,11,5,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK,C,NA,1,CV,03/06/2025,June,no,15.01197605,0.066613482,388.372093,Dead,Dead,Dead,,Dead,Dead,,Dead,,,,4,,Non-reproductive
Wytham,NPK,C,NA,2,CV,03/06/2025,June,no,15.6875,0.06374502,320,Dead,Dead,Dead,,Dead,Dead,,Dead,,,,4,,Non-reproductive
Wytham,NPK,D,NA,1,CV,03/06/2025,June,yes,17.98947368,0.055588063,431.8181818,4,17,10,,7,None,,None,,,,0,,Non-reproductive
Wytham,NPK,D,NA,2,CV,03/06/2025,June,yes,16.57317073,0.060338484,410,6,6,4,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK,E,NA,1,CV,03/06/2025,June,yes,15.28735632,0.065413534,414.2857143,5,2,2,,1,None,,None,,,,0,,Non-reproductive
Wytham,NPK,E,NA,2,CV,03/06/2025,June,yes,21.98148148,0.045492839,385.7142857,3,3,3,,2,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,B,NA,1,CV,03/06/2025,June,yes,19.375,0.051612903,466.6666667,5,2,2,,1,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,B,NA,2,CV,03/06/2025,June,yes,14.77777778,0.067669173,484.6153846,6,10,6,,10,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,B,NA,3,CV,03/06/2025,June,yes,18.20987654,0.054915254,405,5.5,15,7,,9,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,D,NA,1,CV,03/06/2025,June,yes,13.46226415,0.07428171,424,3,12,4,,11,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,D,NA,2,CV,03/06/2025,June,yes,14.76470588,0.067729084,357.8947368,6,2,2,,1,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,E,NA,1,CV,03/06/2025,June,yes,12.27007299,0.081499108,441.9354839,4,1.5,1.5,,1,None,,None,,,,0,,Non-reproductive
Wytham,NPK_CESS,E,NA,2,CV,03/06/2025,June,yes,11.34848485,0.08811749,400,6,8,3,,3,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,A,NA,1,CV,03/06/2025,June,yes,10.91869919,0.091586001,439.2857143,5,8,4,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,A,NA,2,CV,03/06/2025,June,no,15.58024691,0.064183835,476.4705882,Dead,Dead,Dead,,Dead,Dead,,Dead,,,,4,,Non-reproductive
Wytham,NPK_DIST,B,NA,1,CV,03/06/2025,June,yes,16.04477612,0.062325581,352.6315789,5,5,3,,1,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,D,NA,1,CV,03/06/2025,June,yes,14.19736842,0.070435589,422.2222222,7,23,15,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,D,NA,2,CV,03/06/2025,June,yes,,,,4,17,17,,9,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,E,NA,1,CV,03/06/2025,June,yes,,,,4,9,6,,5,None,,None,,,,0,,Non-reproductive
Wytham,NPK_DIST,E,NA,2,CV,03/06/2025,June,yes,,,,6,14,4,,5,None,,None,,,,0,,Non-reproductive
Wytham,CONT,A,NA,1,CV,26/06/2025,July,yes,10.88669951,0.091855204,563.8888889,9,6,4,,2,1 x FS,,None,,,,1,,Non-reproductive
Wytham,CONT,A,NA,2,CV,26/06/2025,July,yes,4.748603352,0.210588235,1278.571429,4,7,2,,3,None,,None,,,,0,,Non-reproductive
Wytham,CONT,A,NA,3,CV,26/06/2025,July,yes,3.244274809,0.308235294,2620,5,10,2,,2,None,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,1,CV,26/06/2025,July,yes,3.698630137,0.27037037,1990.909091,8,6,2,,2,None,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,2,CV,26/06/2025,July,yes,4,0.25,1433.333333,3,9,4,,4,None,,None,,,,0,,Non-reproductive
Wytham,DIST,A,NA,3,CV,26/06/2025,July,yes,4.673913043,0.213953488,1150,3,14,7,,14,None,,None,,,,0,,Non-reproductive
Wytham,DIST,B,NA,1,CV,26/06/2025,July,no,2.751572327,0.363428571,2271.428571,Dead,Dead,Dead,,Dead,Dead,,Dead,,,,4,,Non-reproductive
Wytham,DIST,B,NA,2,CV,26/06/2025,July,yes,2.894366197,0.345498783,2184.615385,4,18,13,,8,None,,None,,,,0,,Non-reproductive
Wytham,DIST,B,NA,3,CV,26/06/2025,July,yes,3.224215247,0.31015299,1858.333333,4,25,18,,17,None,,None,,,,0,,Non-reproductive
Wytham,DIST,C,NA,1,CV,26/06/2025,July,yes,8.564102564,0.116766467,975,9,13,4,,6,None,,None,,,,0,,Non-reproductive
Wytham,DIST,C,NA,2,CV,26/06/2025,July,yes,9.72027972,0.102877698,752.6315789,11,12,5,,3,None,,None,,,,0,,Non-reproductive
Wytham,DIST,D,NA,1,CV,26/06/2025,July,yes,7.43902439,0.13442623,911.1111111,7,12,5,,6,None,,None,,,,0,,Non-reproductive
Wytham,DIST,D,NA,2,CV,26/06/2025,July,yes,5.384615385,0.185714286,2600,10,15,11,,12,3 x FS,,None,,,,1,,Non-reproductive
Wytham,DIST,E,NA,1,CV,26/06/2025,July,yes,3.720930233,0.26875,2508.333333,4,6,3,,2,None,,None,,,,0,,Non-reproductive
Wytham,DIST,E,NA,2,CV,26/06/2025,July,yes,5.901315789,0.169453735,1520,1.5,3,3,,6,None,,None,,,,0,,Non-reproductive
Wytham,NPK,A,NA,1,CV,26/06/2025,July,yes,6.596858639,0.151587302,909.5238095,3,6,2,,4,None,,None,,,,0,,Non-reproductive
Wytham,NPK,B,NA,1,CV,26/06/2025,July,no,7.012195122,0.142608696,713.0434783,Dead,Dead,Dead,,Dead,Dead,,Dead,,,,4,,Non-reproductive
Wytham,NPK,B,NA,2,CV,26/06/2025,July,yes,5.058823529,0.197674419,1821.428571,17,10,6,,6,4 x FS,,None,,,,1,,Non-reproductive
Wytham,NPK,B,NA,3,CV,26/06/2025,July,yes,6.445714286,0.155141844,1458.333333,21,21,16,,6,3 x FS,,None,,,,1,,Non-reproductive
Wytham,NPK,C,NA,1,CV,26/06/2025,July,no,5.477386935,0.182568807,1809.090909,Dead,Dead,Dead,,Dead,Dead,,Dead,,,,4,,Non-reproductive
Wytham,NPK,C,NA,2,CV,26/06/2025,July,no,6.512987013,0.153539382,1283.333333,Dead,Dead,Dead,,Dead,Dead,,Dead,,,,4,,Non-reproductive
Wytham,NPK,D,NA,1,CV,26/06/2025,July,yes,NA,NA,NA,14,12,10,,4,2 x FS,,None,,,,1,,Non-reproductive
Wytham,NPK,D,NA,2,CV,26/06/2025,July,yes,NA,NA,NA,7,2,2,,1,None,,None,,,,0,,Non-reproductive
Wytham,NPK,E,NA,1,CV,26/06/2025,July,yes,NA,NA,NA,5,2,2,,1,None,,None,,,,0,,Non-reproductive
